1482300,100000
952400,101000
664400,102000
603700,103000
596800,104000
781600,105000
623100,106000
1281200,107000
1068400,108000
790500,109000
910800,110000
696600,111000
1031200,112000
1201900,113000
676900,114000
681600,115000
723800,116000
1264200,117000
698300,118000
1154800,119000
714300,120000
1218200,121000
1154000,122000
1251100,123000
711600,124000
743500,125000
1094900,126000
1175000,127000
1371500,128000
1227500,129000
1172000,130000
774800,131000
781200,132000
1213600,133000
964300,134000
804100,135000
890400,136000
881300,137000
1299300,138000
937000,139000
1338500,140000
849500,141000
851900,142000
845300,143000
870000,144000
1402100,145000
852400,146000
871800,147000
884500,148000
891600,149000
892000,150000
884100,151000
904200,152000
922600,153000
1473500,154000
967100,155000
911600,156000
1620600,157000
1478400,158000
1503500,159000
1548300,160000
951000,161000
1165800,162000
962700,163000
973700,164000
975200,165000
985200,166000
1574500,167000
1602400,168000
1787500,169000
1360800,170000
1212600,171000
1123300,172000
1383200,173000
1032400,174000
2038200,175000
1067100,176000
1049800,177000
1164000,178000
1855200,179000
1830000,180000
1080000,181000
1821500,182000
2067200,183000
2502300,184000
1816400,185000
2170000,186000
1778100,187000
1890900,188000
1834700,189000
2302700,190000
2979000,191000
3163800,192000
2207400,193000
2625700,194000
1885800,195000
2156700,196000
1816200,197000
2775200,198000
2519600,199000
1897400,200000
1850300,201000
2292300,202000
1976800,203000
1799700,204000
1933700,205000
1160300,206000
1347400,207000
2041400,208000
2064300,209000
1909400,210000
1895500,211000
1941300,212000
5403400,213000
3037200,214000
1665500,215000
1195600,216000
1416500,217000
1497300,218000
1306500,219000
1954100,220000
1316300,221000
1484400,222000
2055900,223000
1348000,224000
1445000,225000
3302600,226000
3331000,227000
2197600,228000
1362400,229000
1289600,230000
1402000,231000
2376500,232000
2113600,233000
1364800,234000
2104800,235000
2195500,236000
1414300,237000
1761700,238000
2193100,239000
2314300,240000
2194300,241000
2300100,242000
3110000,243000
2409600,244000
2207100,245000
2373600,246000
3785900,247000
2433500,248000
2213700,249000
1676300,250000
1931400,251000
1592800,252000
2466700,253000
1654500,254000
1893600,255000
1698800,256000
2375500,257000
3318000,258000
2058900,259000
1566100,260000
1559400,261000
1562700,262000
1562400,263000
1801300,264000
1988400,265000
1580200,266000
1592000,267000
1979900,268000
1606700,269000
1622600,270000
3665200,271000
1726800,272000
1796500,273000
1727700,274000
1652700,275000
1799800,276000
2144900,277000
1655500,278000
1751600,279000
1826300,280000
1674100,281000
1883000,282000
1729600,283000
1702500,284000
1697100,285000
1698500,286000
1758200,287000
1769100,288000
1966000,289000
1707200,290000
3246800,291000
1876100,292000
3674200,293000
1802800,294000
2560400,295000
2041800,296000
1761400,297000
2274700,298000
1784700,299000
1985700,300000
2007700,301000
2032900,302000
1809600,303000
1814100,304000
2040900,305000
1850900,306000
2175300,307000
2458600,308000
2825800,309000
1840300,310000
1784700,311000
2559900,312000
1861700,313000
1864900,314000
1896400,315000
1875600,316000
1896500,317000
1882900,318000
3329000,319000
1898000,320000
1935600,321000
2225800,322000
2514600,323000
2404800,324000
2511700,325000
2484600,326000
1951700,327000
2645600,328000
1985100,329000
1983700,330000
2155800,331000
1977100,332000
2414700,333000
2008200,334000
1993500,335000
2712100,336000
2126900,337000
2136500,338000
2469700,339000
2016600,340000
2248000,341000
3076800,342000
2250700,343000
2108200,344000
2295400,345000
2249400,346000
2058700,347000
2067800,348000
3722100,349000
2813000,350000
3981100,351000
2026000,352000
2290400,353000
2345800,354000
2270000,355000
2124300,356000
2328300,357000
2143500,358000
2136400,359000
3244300,360000
2149000,361000
3416200,362000
2589800,363000
2516300,364000
2166500,365000
2899600,366000
2849700,367000
2976700,368000
2627700,369000
2198900,370000
3405300,371000
2371600,372000
2305800,373000
2614500,374000
3699200,375000
3639800,376000
4433700,377000
2261400,378000
2415300,379000
2989200,380000
2294300,381000
2317100,382000
2302300,383000
2300300,384000
2326600,385000
2344300,386000
2302700,387000
2343500,388000
2699600,389000
3903300,390000
4169200,391000
2459700,392000
3461800,393000
2541800,394000
4645900,395000
2289100,396000
2840400,397000
3584200,398000
2366800,399000
3465500,400000
2534100,401000
2429100,402000
2395300,403000
2333300,404000
3735700,405000
4086200,406000
4517500,407000
4152300,408000
3279200,409000
4231000,410000
4144300,411000
3479200,412000
4253600,413000
4573700,414000
2765600,415000
4133200,416000
2477100,417000
3937600,418000
3363100,419000
3646600,420000
3580400,421000
3902600,422000
4297300,423000
4387700,424000
3201600,425000
2748500,426000
2562400,427000
3278100,428000
4229500,429000
3812500,430000
3035300,431000
3668300,432000
4313900,433000
3368200,434000
2732300,435000
4945700,436000
4568700,437000
2728500,438000
3561400,439000
3204500,440000
3083100,441000
2903400,442000
3522300,443000
2633700,444000
3200700,445000
2645800,446000
3449700,447000
2876600,448000
3822700,449000
3152700,450000
2697400,451000
3129200,452000
3398200,453000
3385500,454000
2732000,455000
3322200,456000
2758700,457000
2726800,458000
2769400,459000
2779100,460000
3904400,461000
2745400,462000
2796800,463000
4286000,464000
2864600,465000
3142600,466000
2806000,467000
2974600,468000
2782700,469000
3356900,470000
2808700,471000
3826800,472000
3321100,473000
2903400,474000
3494900,475000
2848000,476000
4105600,477000
3105400,478000
3566200,479000
3124800,480000
4076400,481000
3669000,482000
3770700,483000
4235100,484000
6574700,485000
3609500,486000
3904800,487000
2935000,488000
3137500,489000
3770400,490000
3634200,491000
3494800,492000
3072500,493000
4052200,494000
2957900,495000
3382800,496000
3022900,497000
4118700,498000
3204300,499000
3447200,500000
3574200,501000
3181100,502000
3058600,503000
2994400,504000
3050000,505000
2997700,506000
3396700,507000
3432100,508000
4125600,509000
3101500,510000
3006900,511000
3063500,512000
3162700,513000
3089000,514000
3372600,515000
3122400,516000
3513800,517000
3674900,518000
4066600,519000
3180400,520000
4077800,521000
3446700,522000
3142300,523000
3109900,524000
3261000,525000
3248900,526000
3148200,527000
5802300,528000
3136900,529000
3174400,530000
3156400,531000
3158400,532000
3648700,533000
3225200,534000
4772200,535000
3181700,536000
4285400,537000
3420400,538000
3296300,539000
3320000,540000
3238600,541000
3248400,542000
4723500,543000
3325100,544000
3624400,545000
4427700,546000
4411200,547000
3602300,548000
7137200,549000
3265800,550000
4617600,551000
3852800,552000
3456100,553000
3768800,554000
3351500,555000
4074300,556000
3344200,557000
3321800,558000
3375700,559000
3388400,560000
3361700,561000
3600800,562000
3429200,563000
5221800,564000
3568500,565000
3290400,566000
3756000,567000
3404200,568000
3586800,569000
4045900,570000
3571600,571000
3423200,572000
4171900,573000
3760300,574000
3506900,575000
3527200,576000
4205000,577000
4147200,578000
3828800,579000
4194400,580000
3789700,581000
6611500,582000
4230500,583000
3686000,584000
4867000,585000
4847200,586000
6092600,587000
3536300,588000
3622200,589000
3561300,590000
3966600,591000
3522700,592000
3828300,593000
3657100,594000
5131100,595000
4056400,596000
3592000,597000
3580900,598000
3618800,599000
3618900,600000
3579900,601000
3603100,602000
4199300,603000
3596200,604000
4317500,605000
5337500,606000
3958800,607000
3614900,608000
3636500,609000
4266700,610000
3817800,611000
4303800,612000
3964300,613000
3890300,614000
3969700,615000
4072200,616000
3743600,617000
3700200,618000
3724500,619000
3939400,620000
4021400,621000
3806100,622000
3779300,623000
4736100,624000
6024200,625000
3950800,626000
3728600,627000
5045500,628000
5074800,629000
5094800,630000
3764000,631000
4202300,632000
4676500,633000
4245800,634000
5070700,635000
3948100,636000
4251600,637000
3810500,638000
3869000,639000
4012800,640000
4551900,641000
4088800,642000
4329900,643000
5758500,644000
5121400,645000
4185300,646000
4070700,647000
4462900,648000
3869000,649000
3868200,650000
5389300,651000
4633600,652000
4495400,653000
3946300,654000
4097700,655000
9005400,656000
5156500,657000
4281900,658000
4348500,659000
3975600,660000
3947700,661000
4573200,662000
4567900,663000
4390800,664000
4013000,665000
3963500,666000
4292000,667000
3981200,668000
4351800,669000
4050100,670000
5092300,671000
4004600,672000
4119000,673000
4928700,674000
4419000,675000
5328800,676000
4038900,677000
4285500,678000
4041000,679000
4449400,680000
6431300,681000
4602200,682000
4713200,683000
4398200,684000
4151500,685000
4528900,686000
4134300,687000
4626500,688000
4333900,689000
4661400,690000
4116100,691000
4187700,692000
4096300,693000
5883900,694000
4576400,695000
4362400,696000
5645900,697000
4548900,698000
4949900,699000
7319900,700000
5538300,701000
4270700,702000
4231100,703000
4383900,704000
4300300,705000
4945200,706000
4212900,707000
4788700,708000
10937200,709000
5349800,710000
4970900,711000
6111300,712000
4370200,713000
5397100,714000
5939900,715000
4535000,716000
5227900,717000
6488000,718000
5017200,719000
4725200,720000
4597500,721000
6509800,722000
4636600,723000
4535900,724000
4932200,725000
5825800,726000
6007000,727000
6301000,728000
4528900,729000
4401900,730000
4755700,731000
4868600,732000
4401500,733000
6388900,734000
4808800,735000
4398900,736000
4440400,737000
4919500,738000
4430600,739000
4620900,740000
4496000,741000
4535300,742000
4425800,743000
5718400,744000
4470700,745000
4464700,746000
4475200,747000
4470900,748000
4992500,749000
5493500,750000
5701100,751000
6105000,752000
4639000,753000
4738400,754000
7345600,755000
4486800,756000
4552500,757000
5020600,758000
5142000,759000
4673500,760000
7302400,761000
4535500,762000
5090100,763000
5231900,764000
6422300,765000
4583800,766000
6751500,767000
4769000,768000
5086200,769000
4626000,770000
7449500,771000
4837300,772000
5021900,773000
5846600,774000
